CardCode;GroupName;City;Name;PymntGroup
CN7154;BELLEZA Y ESTETICA;CALI;NULL;Contado
CN7155;DROG FARMACIA Y MISC;CALI;NULL;Contado
CN7156;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7161;MED LAB OP AMBUL;CERRITO;SANTANDER;Contado
CN7165;DROG FARMACIA Y MISC;CALI;NULL;Contado
CN7169;OCASION PACIEN PARTI;CALI;NULL;Contado
CN7170;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7171;MED LAB OP AMBUL;CALI;NULL;Contado
CN7179;DISTRIBUIDORES;CALI;NULL;Contado
CN7182;DROG FARMACIA Y MISC;CALI;VALLE DEL RIO CAUCA;Contado
CN7183;BELLEZA Y ESTETICA;CALI;VALLE DEL RIO CAUCA;Contado
CN7185;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;Contado
CN7196;ODONTO CENTRO ODONTO;CALI;VALLE DEL RIO CAUCA;Contado
CN7203;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;Contado
CN7206;DROG FARMACIA Y MISC;GUAPI- CAUCA;CAUCA;Contado
CN7224;NO DEDICADO A SALUD;CALI;VALLE DEL RIO CAUCA;CREDITO AGROINDUSTRIA
CN7225;DISTRIBUIDORES;CALI;VALLE DEL RIO CAUCA;Contado
CN7230;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;Contado
CN7233;ODONTO CENTRO ODONTO;CALI;VALLE DEL RIO CAUCA;Contado
CN7234;DROG FARMACIA Y MISC;YUMBO/V;VALLE DEL RIO CAUCA;Contado
CN7237;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;Contado
CN7238;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;Contado
CN7246;NO DEDICADO A SALUD;CALI;VALLE DEL RIO CAUCA;Contado
CN7247;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;Contado
CN7250;DISTRIBUIDORES;CALI;VALLE DEL RIO CAUCA;CREDITO 30 DIAS
CN7252;ODONTO CENTRO ODONTO;CALI;VALLE DEL RIO CAUCA;CREDITO 30 DIAS
CN7254;OCASION PACIEN PARTI;CALI;VALLE DEL RIO CAUCA;Contado
CN7255;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;Contado
CN7257;BELLEZA Y ESTETICA;TULUA;VALLE DEL RIO CAUCA;CREDITO 30 DIAS
CN7258;VETERINARIOS;CALI;VALLE DEL RIO CAUCA;Contado
CN7263;DISTRIBUIDORES;BUGA- ALBERGUE;VALLE DEL RIO CAUCA;Contado
CN7265;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN7268;MED LAB OP AMBUL;BUGA;VALLE DEL RIO CAUCA;CREDITO 30 DIAS
CN7269;DROG FARMACIA Y MISC;TULUA;VALLE DEL RIO CAUCA;CREDITO 30 DIAS 5%
CN7278;NO DEDICADO A SALUD;CALI;VALLE DEL RIO CAUCA;Contado
CN7279;BELLEZA Y ESTETICA;JAMUNDI;VALLE DEL RIO CAUCA;Contado
CN7280;BELLEZA Y ESTETICA;TULUA;VALLE DEL RIO CAUCA;Contado
CN7284;MED LAB OP AMBUL;NULL;VALLE DEL RIO CAUCA;Contado
CN7290;ODONTO CENTRO ODONTO;CALI;VALLE DEL RIO CAUCA;CREDITO 30 DIAS
CN7291;CLINICAS PRIVADAS;CALI;VALLE DEL RIO CAUCA;Contado
CN7292;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;Contado
CN7293;VETERINARIOS;CALI;VALLE DEL RIO CAUCA;Contado
CN7294;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;CREDITO 30 DIAS
CN7296;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN7299;CLINICAS PRIVADAS;TULUA;VALLE DEL RIO CAUCA;CREDITO 30 DIAS
CN7313;CLINICAS PRIVADAS;NEIVA;HUILA;CREDITO 30 DIAS
CN7314;MED LAB OP AMBUL;CALI;VALLE DEL RIO CAUCA;Contado
CN7320;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7320;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7328;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7330;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN7334;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7335;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7336;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7337;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7338;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN7339;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7344;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7346;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN7352;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7353;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7353;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7358;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN7359;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN7361;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7362;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7370;VETERINARIOS;PALMIRA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7374;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN7377;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7379;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN7380;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7381;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7383;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7385;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7386;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7387;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7389;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7390;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7391;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7394;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7396;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7400;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7403;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7406;MED LAB OP AMBUL;BUGA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7411;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7412;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7415;VETERINARIOS;POPAYAN;CAUCA;Contado
CN7417;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7418;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7420;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7421;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7422;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7423;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7424;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7427;DISTRIBUIDORES;BOGOTA;CUNDINAMARCA;Contado
CN7441;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7442;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7443;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN7445;NO DEDICADO A SALUD;PEREIRA;RISARALDA;Contado
CN7450;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN7454;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7456;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7457;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7463;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7466;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7468;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7470;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7472;BELLEZA Y ESTETICA;NULL;VALLE DEL CAUCA;Contado
CN7475;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7484;BELLEZA Y ESTETICA;PALMIRA;VALLE DEL CAUCA;Contado
CN7486;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7487;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7489;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7490;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7496;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN7497;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7504;CLINICAS PUBLICAS;ARMENIA;QUINDIO;CREDITO 30 DIAS
CN7507;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7508;VETERINARIOS;RESTREPO;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7511;CLINICAS PRIVADAS;ARMENIA;QUINDIO;CREDITO 30 DIAS
CN7512;DROG FARMACIA Y MISC;CALARCA/Q;QUINDIO;CREDITO 30 DIAS
CN7515;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7516;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7517;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7518;VETERINARIOS;BUGA;VALLE DEL CAUCA;Contado
CN7519;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7520;CLINICAS PRIVADAS;CANDELARIA;VALLE DEL CAUCA;Contado
CN7521;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7531;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7533;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7536;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7539;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7541;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN7549;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7559;MED LAB OP AMBUL;PALMIRA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7568;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7575;CLINICAS PRIVADAS;PASTO;VALLE DEL CAUCA;Contado
CN7576;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN7579;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7581;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7583;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7585;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7586;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7589;VETERINARIOS;PIENDAMO;CAUCA;Contado
CN7593;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7598;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7599;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7600;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7603;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7606;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN7607;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7612;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7615;MED LAB OP AMBUL;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN7622;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7623;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7624;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7625;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7632;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7635;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7638;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7644;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7648;CLINICAS PRIVADAS;ARMENIA/Q;QUINDIO;CREDITO 30 DIAS
CN7656;NO DEDICADO A SALUD;POPAYAN;CAUCA;CREDITO 30 DIAS
CN7657;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN7659;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7661;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN7664;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN7671;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7677;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN7678;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7691;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7696;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7698;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7699;DROG FARMACIA Y MISC;AMAIME;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN7700;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN7701;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7706;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7707;NO DEDICADO A SALUD;BUEVAVENTURA;VALLE DEL CAUCA;Contado
CN7708;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7709;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN7711;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN7712;VETERINARIOS;SEVILLA;VALLE DEL CAUCA;Contado
CN7713;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN7715;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7717;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7721;DROG FARMACIA Y MISC;CANDELARIA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7722;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7726;CLINICAS PRIVADAS;BUGA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7727;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN7729;NO DEDICADO A SALUD;BARRANQUILLA;ATLANTICO;Contado
CN7730;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN7731;NO DEDICADO A SALUD;BARRANQUILLA;ATLANTICO;Contado
CN7732;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN7739;MED LAB OP AMBUL;PASTO;NARIÑO;Contado
CN7743;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 90 DIAS, 60 DIAS 3%
CN7747;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7750;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7755;DROG FARMACIA Y MISC;CORINTO;CAUCA;Contado
CN7761;DROG FARMACIA Y MISC;DARIEN;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7768;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7769;ODONTO CENTRO ODONTO;JAMUNDI;VALLE DEL CAUCA;Contado
CN7775;DROG FARMACIA Y MISC;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7776;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7778;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN7780;DROG FARMACIA Y MISC;POPAYAN;CAUCA;Contado
CN7785;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN7787;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7788;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN7789;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7791;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN7792;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7797;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN7799;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7802;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7803;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7806;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN7807;CLINICAS PRIVADAS;PALMIRA;VALLE DEL CAUCA;Contado
CN7808;DROG FARMACIA Y MISC;FLORENCIA;CAQUETA;Contado
CN7809;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7810;NO DEDICADO A SALUD;BOGOTA/D.C.;CUNDINAMARCA;Contado
CN7814;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7819;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN7823;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7824;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN7825;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7829;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7830;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7835;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7838;CLINICAS PUBLICAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, 45 DIAS 3%, CONTADO 5%
CN7839;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7842;DROG FARMACIA Y MISC;CALIMA;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN7844;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7846;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7851;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7853;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7856;NO DEDICADO A SALUD;NULL;NULL;CREDITO 30 DIAS
CN7858;NO DEDICADO A SALUD;NULL;NULL;Contado
CN7859;CLINICAS PRIVADAS;BOGOTA;CUNDINAMARCA;Contado
CN7861;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7862;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7862;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7863;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7864;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7869;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7870;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7871;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7872;MED LAB OP AMBUL;PUERTO TEJADA;VALLE DEL CAUCA;Contado
CN7873;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7874;NO DEDICADO A SALUD;BOGOTA D.C.;CUNDINAMARCA;Contado
CN7876;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7877;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7878;DROG FARMACIA Y MISC;JAMUNDI;VALLE DEL CAUCA;Contado
CN7880;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7881;CLINICAS PRIVADAS;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN7883;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7887;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7888;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7889;DISTRIBUIDORES;POPAYAN;CAUCA;Contado
CN7890;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN7891;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7892;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7895;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7897;CLINICAS PRIVADAS;SANTANDER DE QUILICHAO;CAUCA;Contado
CN7904;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7907;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7909;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
cn7914;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7917;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN7918;DROG FARMACIA Y MISC;ROLDANILLO;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7920;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;CREDITO 30 DIAS
CN7921;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7922;DISTRIBUIDORES;POPAYAN;CAUCA;Contado
CN7922;DISTRIBUIDORES;POPAYAN;CAUCA;Contado
CN7923;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7924;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7925;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7928;DISTRIBUIDORES;TULUA;VALLE DEL CAUCA;CREDITO 60 DIAS - 30 DIAS 3%
CN7930;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN7932;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7936;DROG FARMACIA Y MISC;GINEBRA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7941;CLINICAS PRIVADAS;PALMIRA;VALLE DEL CAUCA;Contado
CN7942;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7945;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7947;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7948;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7949;ODONTO CENTRO ODONTO;PALMIRA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7954;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7957;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7958;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN7963;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7964;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;Contado
CN7970;NO DEDICADO A SALUD;ROLDANILLO;VALLE DEL CAUCA;Contado
CN7971;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN7974;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN7975;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7976;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7976;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7977;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN7978;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN7979;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7980;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN7981;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN7983;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7985;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN7987;DROG FARMACIA Y MISC;CANDELARIA;VALLE DEL CAUCA;Contado
CN7988;OCASION PACIEN PARTI;CALI;NULL;Contado
CN7989;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN7993;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN7999;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8000;OCASION PACIEN PARTI;NULL;VALLE DEL RIO CAUCA;Contado
CN8001;NO DEDICADO A SALUD;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN8004;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8005;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8006;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8008;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8009;MED LAB OP AMBUL;PALIMIRA;VALLE DEL CAUCA;Contado
CN8012;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8014;DROG FARMACIA Y MISC;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8015;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8018;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;Contado
CN8027;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8028;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8030;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8031;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN8031;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN8033;MED LAB OP AMBUL;POPAYAN;CAUCA;Contado
